X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
"-7,395,870,723,735","4,079,852,095,799",40B-AM-1019-01,40B,AM,10192018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9587072373474 40.7985209579925)
"-7,397,364,180,857","4,077,169,311,277",8E-PM-1008-04,08E,PM,10082018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,in grass by a grove of tall maples,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,there's a family playing soccer,POINT (-73.9736418085696 40.7716931127716)
"-7,395,880,768,047","4,079,129,426,073",33E-AM-1014-06,33E,AM,10142018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9588076804698 40.7912942607296)
"-7,398,077,710,643","4,076,816,357,263",1A-AM-1007-02,01A,AM,10072018,2,Adult,Gray,White,Gray+White,,Above Ground,11,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.980777106431 40.7681635726316)
"-7,396,866,220,097","4,077,672,943,805",15F-PM-1010-02,15F,PM,10102018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9686622009739 40.7767294380502)
"-7,395,903,285,271","4,079,122,144,176",33E-PM-1012-06,33E,PM,10122018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,playing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9590328527128 40.7912214417577)
"-7,396,575,046,436","4,078,312,108,136",22D-PM-1012-02,22D,PM,10122018,2,Adult,Gray,"Black, White","Gray+Black, White",No Primary Fur Color selected. Made executive adjustment based on other squirrels.,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9657504643585 40.7831210813592)
"-7,395,813,662,149","4,079,889,640,927",40B-PM-1014-02,40B,PM,10142018,2,Adult,Gray,,Gray+,,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9581366214863 40.7988964092722)
"-739,698,870,647","4,078,265,109,855",20B-AM-1007-02,20B,AM,10072018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,POINT (-73.9698870647042 40.7826510985538)
"-7,396,901,686,738","4,077,776,120,439",15E-AM-1013-04,15E,AM,10132018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9690168673844 40.7777612043914)
"-7,395,795,062,634","407,936,973,556",35E-AM-1020-01,35E,AM,10202018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9579506263361 40.7936973555953)
"-7,397,880,881,654","4,076,901,530,259",3B-AM-1010-04,03B,AM,10102018,4,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9788088165392 40.7690153025878)
"-7,395,900,740,249","4,079,070,594,247",32E-PM-1017-05,32E,PM,10172018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,treed area,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9590074024938 40.7907059424675)
"-7,397,069,882,264","4,076,966,845,669",7H-AM-1006-16,07H,AM,10062018,16,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9706988226435 40.7696684566926)
"-7,397,223,594,012","4,077,028,914,746",7G-AM-1010-07,07G,AM,10102018,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9722359401242 40.7702891474555)
"-7,396,032,682,553","4,079,001,545,051",31E-PM-1006-06,31E,PM,10062018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9603268255317 40.7900154505092)
"-7,397,101,875,053","4,077,972,656,667",17B-AM-1010-02,17B,AM,10102018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9710187505339 40.7797265666746)
"-7,397,030,764,508","4,077,015,842,263",8H-PM-1014-07,08H,PM,10142018,7,Adult,Gray,,Gray+,,Above Ground,5,,FALSE,TRUE,FALSE,FALSE,FALSE,"chasing (#8),playing?",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9703076450783 40.770158422629)
"-7,395,686,356,338","4,079,864,188,511",41C-AM-1017-01,41C,AM,10172018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.95686356337902 40.7986418851147)
"-7,397,113,789,057","4,076,962,183,463",7H-AM-1006-03,07H,AM,10062018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,on rock (large),FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9711378905748 40.769621834633305)
"-7,395,463,374,469","4,078,987,725,796",33I-PM-1006-08,33I,PM,10062018,8,Adult,Gray,,Gray+,,Above Ground,6,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9546337446865 40.7898772579576)
"-7,396,763,140,685","4,077,880,304,069",17E-AM-1017-08,17E,AM,10172018,8,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9676314068477 40.7788030406918)
"-7,397,750,992,909","4,076,976,090,631",4C-PM-1010-14,04C,PM,10102018,14,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,chasing #15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9775099290913 40.7697609063137)
"-7,396,128,545,061","4,079,208,306,736",32C-PM-1013-04,32C,PM,10132018,4,Juvenile,Gray,,Gray+,,Above Ground,,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9612854506075 40.7920830673571)
"-739,617,250,054","407,925,390,432",33B-PM-1010-03,33B,PM,10102018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9617250054003 40.7925390432044)
"-7,396,242,097,997","4,079,102,009,728",31C-PM-1010-01,31C,PM,10102018,1,Adult,Gray,White,Gray+White,,Above Ground,3,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9624209799704 40.7910200972752)
"-7,397,075,421,899","4,077,170,329,869",9G-PM-1007-04,09G,PM,10072018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9707542189896 40.77170329868851)
"-7,397,797,608,744","4,076,982,309,366",4C-PM-1010-16,04C,PM,10102018,16,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9779760874355 40.7698230936583)
"-7,396,829,651,977","4,078,053,789,639",18D-AM-1018-04,18D,AM,10182018,4,Adult,Gray,,Gray+,,Above Ground,2,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9682965197661 40.7805378963883)
"-7,397,469,658,949","4,076,643,517,243",2G-AM-1010-03,02G,AM,10102018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9746965894947 40.7664351724309)
"-7,395,180,081,496","4,079,537,380,936",40H-AM-1017-01,40H,AM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,base of tree,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9518008149564 40.7953738093588)
"-7,397,468,775,193","4,077,614,028,081",11B-PM-1014-03,11B,PM,10142018,3,,Gray,,Gray+,,Above Ground,10,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9746877519291 40.7761402808083)
"-7,396,931,599,347","4,078,312,123,383",21B-PM-1017-03,21B,PM,10172018,3,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,1,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9693159934697 40.7831212338295)
"-7,396,251,649,465","4,078,847,689,899",28D-PM-1019-02,28D,PM,10192018,2,Adult,Black,,Black+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.962516494651 40.7884768989902)
"-7,397,390,388,322","4,077,303,548,906",9D-AM-1008-03,09D,AM,10082018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9739038832156 40.7730354890554)
"-7,395,620,685,376","4,079,673,328,532",39D-AM-1008-01,39D,AM,10082018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9562068537632 40.7967332853238)
"-7,397,510,567,148","4,077,320,600,352",8C-PM-1013-03,08C,PM,10132018,3,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9751056714758 40.7732060035215)
"-739,710,288,101","40,771,577,711",9G-PM-1007-01,09G,PM,10072018,1,Adult,Gray,,Gray+,,Above Ground,2,,FALSE,FALSE,TRUE,FALSE,FALSE,climbing (down tree),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9710288101006 40.7715777109992)
"-7,396,559,255,274","4,077,600,491,711",15H-PM-1008-05,15H,PM,10082018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,lawn,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9655925527354 40.7760049171097)
"-7,397,332,225,313","4,076,499,753,715",1I-PM-1012-01,01I,PM,10122018,1,Juvenile,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White","Gray, Black, & Cinnamon selected as Primary. Gray, Cinnamon, & White selected as Highlights. Made executive adjustments.",Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9733222531339 40.7649975371546)
"-739,635,412,641","4,079,025,293,546",30B-AM-1007-11,30B,AM,10072018,11,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9635412640983 40.7902529354639)
"-7,398,063,779,676","4,076,810,971,683",1B-AM-1012-15,01B,AM,10122018,15,Adult,Gray,,Gray+,,Above Ground,5,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9806377967573 40.7681097168268)
"-7,395,328,046,501","4,079,345,793,333",37H-PM-1006-05,37H,PM,10062018,5,,,,+,,Above Ground,,tree,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9532804650089 40.7934579333341)
"-7,396,859,402,621","4,077,693,210,201",15F-AM-1007-07,15F,AM,10072018,7,Adult,Cinnamon,Black,Cinnamon+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9685940262068 40.776932102013)
"-7,396,820,620,127","4,078,649,843,619",24A-AM-1014-02,24A,AM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,Blonde? in Highlights,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9682062012675 40.786498436192)
"-739,626,560,807","4,078,846,330,499",28D-AM-1012-05,28D,AM,10122018,5,Juvenile,Black,,Black+,,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9626560807032 40.7884633049896)
"-7,396,533,111,366","4,078,019,349,034",19F-PM-1017-07,19F,PM,10172018,7,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9653311136561 40.78019349034301)
"-7,397,822,839,218","4,076,679,326,021",1D-PM-1007-02,01D,PM,10072018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9782283921819 40.7667932602077)
"-7,396,040,944,813","4,079,514,514,788",36B-PM-1013-01,36B,PM,10132018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9604094481336 40.7951451478793)
"-7,397,884,363,684","407,691,104,999",3B-AM-1010-05,03B,AM,10102018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9788436368415 40.7691104998969)
"-7,397,580,936,252","4,077,347,027,378",8B-PM-1012-09,08B,PM,10122018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,tree,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.975809362521 40.7734702737835)
"-7,396,236,214,125","407,814,673,556",22H-PM-1007-03,22H,PM,10072018,3,Adult,Gray,White,Gray+White,,Above Ground,4,chased squirrel #2 away,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9623621412501 40.7814673556041)
"-7,397,921,614,692","4,076,792,854,363",2C-PM-1013-10,02C,PM,10132018,10,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9792161469158 40.7679285436253)
"-7,397,212,103,729","4,076,679,714,761",4I-AM-1006-02,04I,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9721210372896 40.7667971476099)
"-7,396,180,763,594","4,079,478,087,182",35A-PM-1013-05,35A,PM,10132018,5,Adult,Gray,,Gray+,,Above Ground,3,in tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9618076359384 40.7947808718203)
"-7,397,918,261,971","4,076,857,784,475",2B-AM-1010-08,02B,AM,10102018,8,Juvenile,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9791826197108 40.768577844752)
"-7,397,829,402,311","4,076,942,360,972",4B-PM-1018-05,04B,PM,10182018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9782940231149 40.7694236097224)
"-7,397,287,975,314","4,077,867,331,487",15B-PM-1017-01,15B,PM,10172018,1,,Gray,,Gray+,,Above Ground,20,in tree,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9728797531377 40.7786733148687)
"-7,397,420,107,261","4,076,915,016,993",5F-AM-1007-03,05F,AM,10072018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9742010726136 40.769150169929006)
"-7,396,811,468,302","4,077,367,722,794",12H-PM-1007-06,12H,PM,10072018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9681146830162 40.7736772279412)
"-7,397,671,001,013","407,675,779,952",2E-PM-1014-03,02E,PM,10142018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9767100101318 40.7675779951996)
"-7,397,555,625,268","4,076,788,210,295",3E-AM-1006-07,03E,AM,10062018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,burying nuts,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9755562526811 40.7678821029525)
"-7,397,648,512,318","4,077,157,368,629",6C-AM-1007-07,06C,AM,10072018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,ambling,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,trucks,POINT (-73.9764851231754 40.7715736862861)
"-739,682,830,511","4,078,101,510,873",19D-PM-1008-03,19D,PM,10082018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",may be same squirrel as #1 - male,Above Ground,5,on branch of dead tree,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9682830510954 40.7810151087286)
"-7,396,943,449,563","4,077,428,692,769",12G-PM-1007-01,12G,PM,10072018,1,,Gray,,Gray+,,Above Ground,40,in tree,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9694344956258 40.7742869276902)
"-7,395,581,188,871","4,079,688,571,344",39E-PM-1013-01,39E,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,Cinnamon head,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9558118887106 40.796885713436005)
"-7,396,360,276,644","4,079,007,596,659",30B-PM-1019-01,30B,PM,10192018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9636027664439 40.790075966587)
"-7,397,452,041,691","4,077,362,828,685",9C-AM-1006-01,09C,AM,10062018,1,Adult,Gray,,Gray+,,Above Ground,40,Tree,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9745204169071 40.7736282868469)
"-7,397,122,650,228","4,077,837,909,912",15C-PM-1017-04,15C,PM,10172018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9712265022781 40.7783790991192)
"-7,397,182,482,735","40,780,199,897",17A-PM-1013-01,17A,PM,10132018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,crossing path,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9718248273522 40.78019989700291)
"-7,395,421,186,148","4,079,391,713,955",37G-AM-1014-06,37G,AM,10142018,6,Adult,Gray,White,Gray+White,White tail,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.95421186147692 40.7939171395463)
"-7,397,483,673,444","407,693,513",5E-PM-1012-06,05E,PM,10122018,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,10,oak tree at end of ramp from Chess House,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9748367344424 40.7693513000034)
"-7,396,139,989,679","4,079,124,372,357",32C-PM-1013-02,32C,PM,10132018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9613998967903 40.7912437235667)
"-7,395,575,430,068","4,079,568,139,974",38E-PM-1014-02,38E,PM,10142018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.955754300682 40.79568139974)
"-7,396,573,273,328","407,747,554,569",14I-PM-1018-03,14I,PM,10182018,3,Juvenile,Gray,Black,Gray+Black,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9657327332849 40.7747554568985)
"-7,395,274,305,102","4,079,248,079,506",36I-PM-1007-12,36I,PM,10072018,12,Juvenile,Gray,Cinnamon,Gray+Cinnamon,Tiny! So tiny!,Above Ground,2,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9527430510248 40.7924807950552)
"-7,397,359,899,155","407,783,020,017",14A-PM-1014-03,14A,PM,10142018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,chasing (#4),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.973598991549 40.7783020016983)
"-7,395,244,907,791","4,079,360,032,195",38I-AM-1019-01,38I,AM,10192018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9524490779105 40.7936003219524)
"-7,397,612,239,193","4,076,859,982,759",4E-PM-1008-06,04E,PM,10082018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9761223919286 40.7685998275864)
"-7,397,019,267,363","4,077,785,876,874",15D-AM-1007-02,15D,AM,10072018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9701926736281 40.7778587687376)
"-7,395,623,628,168","407,950,457,219",38E-AM-1010-08,38E,AM,10102018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9562362816756 40.7950457218996)
