X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
"-7,396,300,549,964","407,905,225,147",30C-PM-1008-01,30C,PM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9630054996358 40.7905225147022)
"-7,396,572,031,997","4,077,517,300,891",14I-PM-1018-02,14I,PM,10182018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9657203199746 40.775173008911)
"-7,397,069,499,307","4,077,236,204,585",10G-AM-1006-08,10G,AM,10062018,8,Adult,Black,Cinnamon,Black+Cinnamon,,Above Ground,3,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9706949930717 40.772362045852)
"-739,545,912,099","4,079,483,018,131",38F-PM-1013-06,38F,PM,10132018,6,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9545912098958 40.7948301813102)
"-7,397,208,712,754","4,077,623,726,863",13C-AM-1010-01,13C,AM,10102018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.972087127535 40.776237268628)
"-7,395,827,701,417","4,078,566,102,389",28I-PM-1007-01,28I,PM,10072018,1,Adult,Gray,,Gray+,,Above Ground,20,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.95827701417 40.7856610238891)
"-7,396,198,560,858","4,079,195,165,201",32C-PM-1013-08,32C,PM,10132018,8,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9619856085821 40.7919516520091)
"-7,396,953,216,004","4,078,226,166,414",20B-PM-1013-01,20B,PM,10132018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.969532160039 40.7822616641357)
"-7,395,874,591,364","4,079,824,973,518",40B-PM-1014-05,40B,PM,10142018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9587459136391 40.7982497351812)
"-7,396,738,035,086","4,077,852,450,255",17F-AM-1007-01,17F,AM,10072018,1,Adult,Gray,,Gray+,,Above Ground,18,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9673803508629 40.7785245025508)
"-7,395,798,653,298","4,079,490,653,568",37D-PM-1014-03,37D,PM,10142018,3,Adult,Gray,,Gray+,,Above Ground,40,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9579865329778 40.794906535675)
"-7,396,993,697,968","4,077,203,501,913",10G-PM-1017-04,10G,PM,10172018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9699369796844 40.7720350191273)
"-739,667,073,187","4,078,405,813,616",23C-PM-1014-01,23C,PM,10142018,1,Adult,Gray,,Gray+,,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.96670731869591 40.7840581361598)
"-7,396,659,048,701","4,078,024,690,529",19E-PM-1018-02,19E,PM,10182018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.96659048700901 40.7802469052891)
"-7,396,193,040,894","4,079,204,516,932",32C-PM-1013-10,32C,PM,10132018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.96193040894 40.792045169318)
"-739,522,704,512","407,965,668,879",41G-AM-1013-01,41G,AM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9522704511969 40.7965668878961)
"-7,395,896,709,879","4,079,521,270,393",37C-AM-1012-04,37C,AM,10122018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,Cinnamon flanks,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9589670987899 40.7952127039287)
"-7,396,682,305,766","4,078,706,372,333",25B-PM-1007-02,25B,PM,10072018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9668230576555 40.7870637233327)
"-7,395,999,115,375","4,079,144,525,428",33D-AM-1017-04,33D,AM,10172018,4,Adult,Black,,Black+,,Above Ground,5,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9599911537509 40.7914452542845)
"-7,397,562,732,577","4,077,065,391,862",6D-AM-1008-04,06D,AM,10082018,4,Adult,Gray,,Gray+,,Above Ground,,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9756273257684 40.7706539186221)
"-739,775,865,217","4,077,049,283",5C-PM-1010-01,05C,PM,10102018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9775865217038 40.7704928300008)
"-739,727,323,798","407,669,035,464",3H-AM-1008-03,03H,AM,10082018,3,Adult,Gray,,Gray+,,Above Ground,40,building nest,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9727323797981 40.7669035463955)
"-7,397,561,052,267","4,076,965,319,727",5D-AM-1020-03,05D,AM,10202018,3,Adult,Cinnamon,Black,Cinnamon+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9756105226696 40.7696531972655)
"-7,395,651,516,625","4,079,466,479,874",37E-PM-1006-07,37E,PM,10062018,7,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,me,POINT (-73.9565151662506 40.7946647987447)
"-7,395,772,971,872","4,079,922,529,568",41B-AM-1010-08,41B,AM,10102018,8,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,20,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9577297187155 40.799225295679)
"-7,396,984,463,657","4,078,426,071,686",22A-AM-1008-01,22A,AM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,4,on fence,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9698446365683 40.7842607168578)
"-739,569,896,639","4,079,119,145,075",33G-PM-1006-02,33G,PM,10062018,2,Adult,Gray,,Gray+,my favorite,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,engaged w/ me,POINT (-73.9569896638974 40.7911914507504)
"-7,396,951,750,418","4,078,207,413,443",20B-PM-1013-02,20B,PM,10132018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.969517504176 40.7820741344297)
"-739,679,156,308","4,077,452,693,603",13H-PM-1010-06,13H,PM,10102018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9679156307975 40.7745269360259)
"-7,395,266,811,072","4,079,770,120,091",42F-PM-1017-01,42F,PM,10172018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,playing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9526681107152 40.7977012009146)
"-7,396,053,474,621","4,079,420,754,484",35B-AM-1010-04,35B,AM,10102018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,lawn,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9605347462123 40.7942075448387)
"-7,397,685,444,887","407,680,069,501",3D-AM-1006-07,03D,AM,10062018,7,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,running (with food in mouth),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9768544488742 40.7680069500977)
"-7,396,533,435,729","4,077,752,869,246",17H-PM-1007-01,17H,PM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,4,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9653343572865 40.7775286924617)
"-739,691,318,045","4,077,098,019,747",9I-AM-1014-05,09I,AM,10142018,5,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9691318044969 40.7709801974696)
"-7,396,869,998,602","4,078,440,147,351",22B-PM-1014-03,22B,PM,10142018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,8,,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9686999860219 40.7844014735136)
"-7,395,994,199,263","4,079,727,747,288",38A-AM-1019-01,38A,AM,10192018,1,Adult,Gray,,Gray+,,Above Ground,3,,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9599419926299 40.7972774728811)
"-7,397,559,232,564","4,076,729,679,725",3F-PM-1013-02,03F,PM,10132018,2,Adult,Black,Gray,Black+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.97559232564292 40.7672967972471)
"-7,396,746,037,843","4,077,494,938,032",13H-PM-1010-01,13H,PM,10102018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9674603784345 40.774949380316805)
"-7,396,009,636,391","4,079,349,623,253",34C-AM-1007-01,34C,AM,10072018,1,Adult,Black,,Black+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,dog,POINT (-73.9600963639087 40.7934962325313)
"-7,396,388,775,887","4,079,154,773,043",31A-AM-1010-02,31A,AM,10102018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,scratching,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.96388775887 40.7915477304252)
"-7,396,427,429,077","407,795,319,556",19H-AM-1010-03,19H,AM,10102018,3,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ran from human w/ dog,POINT (-73.964274290774 40.7795319556023)
"-7,395,968,201,552","4,079,328,868,032",34D-PM-1007-03,34D,PM,10072018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9596820155238 40.7932886803231)
"-7,396,133,472,959","4,079,389,009,652",34B-AM-1013-02,34B,AM,10132018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9613347295946 40.7938900965153)
"-7,397,214,488,798","407,762,112,841",13C-AM-1010-02,13C,AM,10102018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,7,,FALSE,FALSE,TRUE,FALSE,FALSE,burying,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9721448879766 40.7762112840981)
"-7,397,364,890,419","4,077,121,433,854",7E-AM-1006-04,07E,AM,10062018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,under a tree,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9736489041867 40.7712143385426)
"-7,397,108,433,621","4,076,797,396,013",5I-AM-1010-03,05I,AM,10102018,3,Adult,Gray,,Gray+,,Above Ground,3,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9710843362124 40.7679739601336)
"-7,396,632,971,446","4,078,379,320,237",22D-PM-1012-03,22D,PM,10122018,3,Adult,Gray,"Black, White","Gray+Black, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9663297144622 40.7837932023685)
"-7,396,749,310,703","407,783,693,691",17F-AM-1007-04,17F,AM,10072018,4,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,4,,FALSE,FALSE,FALSE,TRUE,FALSE,chilling,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9674931070324 40.7783693690954)
"-7,396,579,584,336","4,077,634,968,751",15H-AM-1013-01,15H,AM,10132018,1,Adult,Gray,White,Gray+White,,Above Ground,50,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9657958433575 40.7763496875058)
"-7,395,467,809,634","4,079,032,165,221",34I-AM-1012-03,34I,AM,10122018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,nut in mouth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9546780963388 40.7903216522111)
"-7,397,190,684,786","4,077,890,623,126",15B-AM-1014-02,15B,AM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,FALSE,FALSE,FALSE,FALSE,FALSE,"grooming,scratching",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9719068478565 40.7789062312585)
"-7,398,059,277,109","4,076,799,891,166",1B-PM-1019-07,01B,PM,10192018,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9805927710872 40.7679989116642)
"-7,395,960,833,665","4,079,495,267,296",36C-PM-1013-05,36C,PM,10132018,5,Adult,Cinnamon,,Cinnamon+,"""Warm brown"" written in for Primary.",Ground Plane,FALSE,Ran across path in front of people,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,POINT (-73.9596083366477 40.7949526729608)
"-7,396,197,864,501","4,079,198,762,745",32C-PM-1013-09,32C,PM,10132018,9,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9619786450142 40.7919876274548)
"-7,395,849,506,209","4,079,027,707,106",32F-PM-1008-03,32F,PM,10082018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9584950620879 40.7902770710643)
"-7,397,663,170,942","407,734,230,472",8B-AM-1007-05,08B,AM,10072018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9766317094163 40.7734230472026)
"-7,395,952,229,992","4,078,332,025,778",25I-AM-1012-02,25I,AM,10122018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,31,on tree,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9595222999173 40.7833202577782)
"-7,397,269,208,478","4,077,941,174,639",16A-PM-1019-02,16A,PM,10192018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,scared by dog,POINT (-73.9726920847792 40.7794117463889)
"-7,396,631,684,903","4,078,250,837,214",21D-AM-1008-01,21D,AM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9663168490265 40.7825083721362)
"-739,693,876,554","4,077,072,327,484",8I-AM-1006-02,08I,AM,10062018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9693876553956 40.7707232748402)
"-7,398,069,052,597","4,076,811,522,109",1A-AM-1007-03,01A,AM,10072018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,looking in bush,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9806905259671 40.7681152210858)
"-7,398,016,199,561","4,076,785,766,975",1B-AM-1012-09,01B,AM,10122018,9,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9801619956135 40.7678576697542)
"-7,395,476,726,556","4,079,732,436,445",40E-PM-1017-03,40E,PM,10172018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.954767265558 40.7973243644491)
"-7,397,139,684,246","4,077,403,901,885",11E-PM-1012-03,11E,PM,10122018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9713968424625 40.7740390188527)
"-739,621,253,644","4,079,120,820,869",31C-AM-1017-01,31C,AM,10172018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,8,,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9621253644004 40.7912082086879)
"-7,396,962,742,914","4,076,919,808,081",7I-PM-1013-03,07I,PM,10132018,3,Adult,Black,Gray,Black+Gray,,Ground Plane,FALSE,Trash bins,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9696274291417 40.7691980808067)
"-739,622,050,752","4,078,863,737,723",29D-PM-1010-01,29D,PM,10102018,1,Juvenile,Gray,White,Gray+White,,Above Ground,10,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9622050752008 40.7886373772305)
"-73,967,455,694","4,078,753,994,025",26A-AM-1014-02,26A,AM,10142018,2,,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,could not get close due to fences,POINT (-73.9674556940019 40.7875399402461)
"-7,396,900,799,241","4,078,454,735,056",22A-AM-1008-06,22A,AM,10082018,6,Adult,Gray,,Gray+,,Above Ground,30,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9690079924094 40.7845473505585)
"-7,396,897,038,807","4,077,120,256,113",9I-PM-1010-02,09I,PM,10102018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",standard coloration,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.96897038807052 40.7712025611298)
"-7,396,169,441,958","407,927,250,423",33B-PM-1010-02,33B,PM,10102018,2,Adult,,,+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9616944195776 40.7927250423024)
"-7,397,583,753,343","4,076,767,932,898",3E-AM-1006-06,03E,AM,10062018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,14,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9758375334287 40.7676793289765)
"-739,743,825,578","4,076,748,126,274",3F-AM-1006-10,03F,AM,10062018,10,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,6,on fence,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,clueless,POINT (-73.974382557804 40.7674812627373)
"-7,395,501,318,375","4,079,586,172,582",39E-PM-1013-02,39E,PM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,Gray tail & butt,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,POINT (-73.9550131837533 40.7958617258176)
"-7,397,629,746,988","407,740,076,117",9B-PM-1013-06,09B,PM,10132018,6,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9762974698771 40.7740076116964)
"-7,397,190,389,495","4,077,035,334,925",7G-AM-1010-05,07G,AM,10102018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9719038949487 40.7703533492482)
"-7,396,486,852,159","4,078,210,641,838",22F-PM-1014-01,22F,PM,10142018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.964868521585 40.7821064183815)
"-7,397,938,145,045","4,077,090,336,979",4A-PM-1007-01,04A,PM,10072018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.979381450452 40.770903369788705)
"-7,397,142,951,022","4,077,695,437,195",14D-PM-1019-02,14D,PM,10192018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9714295102249 40.776954371947)
"-7,397,486,354,738","4,077,425,910,292",10C-AM-1018-02,10C,AM,10182018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,sitting in the sun,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9748635473782 40.7742591029151)
"-7,395,845,615,374","4,079,112,111,648",33F-PM-1012-02,33F,PM,10122018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9584561537421 40.7911211164754)
